"year","zone","awards","level","stage","measure","value"
"2009-2010","S01002168","1","6 And Above","S5","Count",0
"2009-2010","S01002168","1","7 And Above","S6","Count",0
"2011-2012","S01002168","1","6 And Above","S5","Count",1
"2008-2009","S01002168","1","7 And Above","S6","Count",0
"2008-2009","S01002168","1","6 And Above","S5","Count",0
"2010-2011","S01002168","1","6 And Above","S5","Count",0
"2011-2012","S01002168","1","7 And Above","S6","Count",0
"2012-2013","S01002168","1","7 And Above","S6","Count",1
"2010-2011","S01002168","1","7 And Above","S6","Count",0
"2012-2013","S01002168","3","6 And Above","S6","Count",1
"2011-2012","S01002168","3","6 And Above","S5","Count",1
"2009-2010","S01002168","3","6 And Above","S5","Count",0
"2012-2013","S01002168","3","6 And Above","S5","Count",0
"2009-2010","S01002168","3","6 And Above","S6","Count",0
"2010-2011","S01002168","3","6 And Above","S6","Ratio",0
"2010-2011","S01002168","5","4 And Above","S4","Ratio",0
"2011-2012","S01002168","3","6 And Above","S5","Ratio",100
"2008-2009","S01002168","3","6 And Above","S6","Ratio",0
"2012-2013","S01002168","3","6 And Above","S6","Ratio",100
"2010-2011","S01002168","3","6 And Above","S5","Ratio",0
"2009-2010","S01002168","5","4 And Above","S4","Ratio",0
"2009-2010","S01002168","5","5 And Above","S4","Ratio",0
"2010-2011","S01002168","5","3 And Above","S4","Ratio",0
"2011-2012","S01002168","3","6 And Above","S6","Ratio",0
"2010-2011","S01002168","5","5 And Above","S4","Ratio",0
"2009-2010","S01002168","3","6 And Above","S5","Ratio",0
"2011-2012","S01002168","5","5 And Above","S4","Ratio",0
"2009-2010","S01002168","3","6 And Above","S6","Ratio",0
"2009-2010","S01002168","5","3 And Above","S4","Ratio",0
"2008-2009","S01002168","3","6 And Above","S5","Ratio",0
"2008-2009","S01002168","5","5 And Above","S4","Ratio",0
"2008-2009","S01002168","5","3 And Above","S4","Ratio",0
"2011-2012","S01002168","5","3 And Above","S4","Ratio",0
"2009-2010","S01002168","1","6 And Above","S5","Ratio",0
"2012-2013","S01002168","5","6 And Above","S6","Ratio",100
"2009-2010","S01002168","1","7 And Above","S6","Ratio",0
"2008-2009","S01002168","5","6 And Above","S6","Ratio",0
"2011-2012","S01002168","5","6 And Above","S6","Ratio",0
"2011-2012","S01002168","1","7 And Above","S6","Ratio",0
"2008-2009","S01002168","5","6 And Above","S5","Ratio",0
"2010-2011","S01002168","1","7 And Above","S6","Ratio",0
"2011-2012","S01002168","5","6 And Above","S5","Ratio",100
"2010-2011","S01002168","5","6 And Above","S5","Ratio",0
"2010-2011","S01002168","5","6 And Above","S6","Ratio",0
"2009-2010","S01002168","5","6 And Above","S5","Ratio",0
"2008-2009","S01002168","1","7 And Above","S6","Ratio",0
"2008-2009","S01002168","5","4 And Above","S4","Ratio",0
"2009-2010","S01002168","5","6 And Above","S6","Ratio",0
"2011-2012","S01002168","5","4 And Above","S4","Ratio",0
"2010-2011","S01002168","1","6 And Above","S5","Ratio",0
"2008-2009","S01002168","1","6 And Above","S5","Ratio",0
"2012-2013","S01002168","1","7 And Above","S6","Ratio",100
"2011-2012","S01002168","1","6 And Above","S5","Ratio",100
"2012-2013","S01002169","3","6 And Above","S6","Count",0
"2008-2009","S01002169","5","6 And Above","S6","Count",0
"2009-2010","S01002169","5","6 And Above","S6","Count",0
"2011-2012","S01002169","5","6 And Above","S6","Count",0
"2012-2013","S01002169","5","6 And Above","S6","Count",0
"2010-2011","S01002169","5","6 And Above","S6","Count",0
"2011-2012","S01002169","1","7 And Above","S6","Count",0
"2012-2013","S01002169","1","7 And Above","S6","Count",0
"2009-2010","S01002169","1","7 And Above","S6","Count",0
"2008-2009","S01002169","1","7 And Above","S6","Count",0
"2010-2011","S01002169","1","7 And Above","S6","Count",0
"2009-2010","S01002169","3","6 And Above","S6","Count",0
"2008-2009","S01002169","3","6 And Above","S6","Count",0
"2010-2011","S01002169","3","6 And Above","S6","Count",0
"2011-2012","S01002169","3","6 And Above","S6","Count",0
"2008-2009","S01002169","3","6 And Above","S6","Ratio",0
"2011-2012","S01002169","3","6 And Above","S6","Ratio",0
"2009-2010","S01002169","3","6 And Above","S6","Ratio",0
"2011-2012","S01002169","1","7 And Above","S6","Ratio",0
"2008-2009","S01002169","1","7 And Above","S6","Ratio",0
"2010-2011","S01002169","3","6 And Above","S6","Ratio",0
"2010-2011","S01002169","5","6 And Above","S6","Ratio",0
"2008-2009","S01002169","5","6 And Above","S6","Ratio",0
"2011-2012","S01002169","5","6 And Above","S6","Ratio",0
"2009-2010","S01002169","5","6 And Above","S6","Ratio",0
"2010-2011","S01002169","1","7 And Above","S6","Ratio",0
"2009-2010","S01002169","1","7 And Above","S6","Ratio",0
"2008-2009","S01002169","5","4 And Above","S4","Ratio",0
"2010-2011","S01002169","5","3 And Above","S4","Ratio",0
"2011-2012","S01002169","5","4 And Above","S4","Ratio",0
"2011-2012","S01002169","5","4 And Above","S4","Count",0
"2010-2011","S01002169","5","4 And Above","S4","Ratio",0
"2009-2010","S01002169","5","5 And Above","S4","Ratio",0
"2008-2009","S01002169","5","5 And Above","S4","Ratio",0
"2012-2013","S01002169","5","5 And Above","S4","Ratio",0
"2011-2012","S01002169","5","3 And Above","S4","Ratio",0
"2010-2011","S01002169","5","5 And Above","S4","Ratio",0
"2012-2013","S01002169","5","3 And Above","S4","Ratio",100
"2010-2011","S01002169","5","4 And Above","S4","Count",0
"2012-2013","S01002169","5","4 And Above","S4","Count",1
"2009-2010","S01002169","5","4 And Above","S4","Count",0
"2008-2009","S01002169","5","4 And Above","S4","Count",0
"2012-2013","S01002169","5","5 And Above","S4","Count",0
"2011-2012","S01002169","5","5 And Above","S4","Count",0
"2009-2010","S01002169","5","5 And Above","S4","Count",0
"2010-2011","S01002169","5","5 And Above","S4","Count",0
"2008-2009","S01002169","5","5 And Above","S4","Count",0
"2008-2009","S01002169","5","3 And Above","S4","Ratio",0
"2011-2012","S01002169","5","5 And Above","S4","Ratio",0
"2012-2013","S01002169","5","4 And Above","S4","Ratio",100
"2012-2013","S01002169","5","3 And Above","S4","Count",1
"2010-2011","S01002169","5","3 And Above","S4","Count",0
"2008-2009","S01002169","5","3 And Above","S4","Count",0
"2011-2012","S01002169","5","3 And Above","S4","Count",0
"2009-2010","S01002169","5","4 And Above","S4","Ratio",0
"2009-2010","S01002169","5","3 And Above","S4","Count",0
"2009-2010","S01002169","5","3 And Above","S4","Ratio",0
"2011-2012","S01002169","1","6 And Above","S5","Count",0
"2012-2013","S01002169","1","6 And Above","S5","Count",0
"2009-2010","S01002169","1","6 And Above","S5","Count",0
"2011-2012","S01002169","5","6 And Above","S5","Ratio",0
"2008-2009","S01002169","1","6 And Above","S5","Count",0
"2010-2011","S01002169","1","6 And Above","S5","Count",0
"2010-2011","S01002169","5","6 And Above","S5","Ratio",0
"2010-2011","S01002169","1","6 And Above","S5","Ratio",0
"2008-2009","S01002169","5","6 And Above","S5","Ratio",0
"2011-2012","S01002169","1","6 And Above","S5","Ratio",0
"2009-2010","S01002169","5","6 And Above","S5","Ratio",0
"2008-2009","S01002169","3","6 And Above","S5","Count",0
"2011-2012","S01002169","3","6 And Above","S5","Count",0
"2008-2009","S01002169","1","6 And Above","S5","Ratio",0
"2009-2010","S01002169","3","6 And Above","S5","Ratio",0
"2010-2011","S01002169","3","6 And Above","S5","Ratio",0
"2009-2010","S01002169","1","6 And Above","S5","Ratio",0
"2011-2012","S01002169","3","6 And Above","S5","Ratio",0
"2010-2011","S01002169","3","6 And Above","S5","Count",0
"2012-2013","S01002169","3","6 And Above","S5","Count",0
"2009-2010","S01002169","3","6 And Above","S5","Count",0
"2010-2011","S01002169","5","6 And Above","S5","Count",0
"2008-2009","S01002169","5","6 And Above","S5","Count",0
"2009-2010","S01002169","5","6 And Above","S5","Count",0
"2008-2009","S01002169","3","6 And Above","S5","Ratio",0
"2011-2012","S01002169","5","6 And Above","S5","Count",0
"2012-2013","S01002169","5","6 And Above","S5","Count",0
"2009-2010","S01002170","5","5 And Above","S4","Count",0
"2012-2013","S01002170","5","6 And Above","S6","Count",0
"2010-2011","S01002170","5","5 And Above","S4","Count",0
"2009-2010","S01002170","5","6 And Above","S6","Count",0
"2011-2012","S01002170","5","6 And Above","S5","Count",0
"2011-2012","S01002170","3","6 And Above","S6","Count",0
"2012-2013","S01002170","5","6 And Above","S5","Count",0
"2010-2011","S01002170","5","6 And Above","S6","Count",0
"2008-2009","S01002170","5","6 And Above","S6","Count",0
"2010-2011","S01002170","5","6 And Above","S5","Count",0
"2008-2009","S01002170","5","3 And Above","S4","Count",0
"2009-2010","S01002170","3","6 And Above","S6","Count",0
"2009-2010","S01002170","5","3 And Above","S4","Count",0
"2011-2012","S01002170","5","3 And Above","S4","Count",0
"2012-2013","S01002170","5","3 And Above","S4","Count",1
"2008-2009","S01002170","5","6 And Above","S5","Count",0
"2012-2013","S01002170","3","6 And Above","S6","Count",0
"2010-2011","S01002170","5","3 And Above","S4","Count",1
"2009-2010","S01002170","5","6 And Above","S5","Count",0
"2009-2010","S01002170","5","4 And Above","S4","Count",0
"2008-2009","S01002170","3","6 And Above","S6","Count",0
"2010-2011","S01002170","5","4 And Above","S4","Count",0
"2012-2013","S01002170","3","6 And Above","S5","Count",0
"2011-2012","S01002170","1","6 And Above","S5","Count",0
"2009-2010","S01002170","1","6 And Above","S5","Count",0
"2011-2012","S01002170","1","7 And Above","S6","Count",0
"2010-2011","S01002170","3","6 And Above","S5","Count",0
"2011-2012","S01002170","5","4 And Above","S4","Count",0
"2012-2013","S01002170","1","7 And Above","S6","Count",0
"2012-2013","S01002170","1","6 And Above","S5","Count",0
"2008-2009","S01002170","1","6 And Above","S5","Count",0
"2009-2010","S01002170","1","7 And Above","S6","Count",0
"2008-2009","S01002170","5","4 And Above","S4","Count",0
"2012-2013","S01002170","5","4 And Above","S4","Count",1
"2008-2009","S01002170","1","7 And Above","S6","Count",0
"2010-2011","S01002170","1","6 And Above","S5","Count",0
"2008-2009","S01002170","3","6 And Above","S5","Count",0
"2010-2011","S01002170","1","7 And Above","S6","Count",0
"2010-2011","S01002170","3","6 And Above","S6","Count",0
"2008-2009","S01002170","5","5 And Above","S4","Count",0
"2011-2012","S01002170","3","6 And Above","S5","Count",0
"2012-2013","S01002170","5","5 And Above","S4","Count",0
"2009-2010","S01002170","3","6 And Above","S5","Count",0
"2011-2012","S01002170","5","6 And Above","S6","Count",0
"2011-2012","S01002170","5","5 And Above","S4","Count",0
"2010-2011","S01002170","3","6 And Above","S5","Ratio",0
"2011-2012","S01002170","3","6 And Above","S5","Ratio",0
"2008-2009","S01002170","3","6 And Above","S5","Ratio",0
"2009-2010","S01002170","3","6 And Above","S6","Ratio",0
"2011-2012","S01002170","3","6 And Above","S6","Ratio",0
"2009-2010","S01002170","3","6 And Above","S5","Ratio",0
"2008-2009","S01002170","3","6 And Above","S6","Ratio",0
"2010-2011","S01002170","3","6 And Above","S6","Ratio",0
"2010-2011","S01002170","5","6 And Above","S6","Ratio",0
"2011-2012","S01002170","5","6 And Above","S6","Ratio",0
"2009-2010","S01002170","5","6 And Above","S6","Ratio",0
"2010-2011","S01002170","5","6 And Above","S5","Ratio",0
"2008-2009","S01002170","5","6 And Above","S5","Ratio",0
"2009-2010","S01002170","5","4 And Above","S4","Ratio",0
"2010-2011","S01002170","5","4 And Above","S4","Ratio",0
"2012-2013","S01002170","5","4 And Above","S4","Ratio",100
"2008-2009","S01002170","5","4 And Above","S4","Ratio",0
"2011-2012","S01002170","5","5 And Above","S4","Ratio",0
"2012-2013","S01002170","5","5 And Above","S4","Ratio",0
"2009-2010","S01002170","5","5 And Above","S4","Ratio",0
"2008-2009","S01002170","5","5 And Above","S4","Ratio",0
"2010-2011","S01002170","5","5 And Above","S4","Ratio",0
"2009-2010","S01002170","5","6 And Above","S5","Ratio",0
"2011-2012","S01002170","5","6 And Above","S5","Ratio",0
"2008-2009","S01002170","5","6 And Above","S6","Ratio",0
"2012-2013","S01002170","5","3 And Above","S4","Ratio",100
"2010-2011","S01002170","5","3 And Above","S4","Ratio",100
"2008-2009","S01002170","5","3 And Above","S4","Ratio",0
"2011-2012","S01002170","5","3 And Above","S4","Ratio",0
"2009-2010","S01002170","5","3 And Above","S4","Ratio",0
"2011-2012","S01002170","5","4 And Above","S4","Ratio",0
"2009-2010","S01002170","1","6 And Above","S5","Ratio",0
"2011-2012","S01002170","1","7 And Above","S6","Ratio",0
"2011-2012","S01002170","1","6 And Above","S5","Ratio",0
"2008-2009","S01002170","1","6 And Above","S5","Ratio",0
"2009-2010","S01002170","1","7 And Above","S6","Ratio",0
"2010-2011","S01002170","1","6 And Above","S5","Ratio",0
"2010-2011","S01002170","1","7 And Above","S6","Ratio",0
"2008-2009","S01002170","1","7 And Above","S6","Ratio",0
"2010-2011","S01002171","5","5 And Above","S4","Count",0
"2010-2011","S01002171","5","3 And Above","S4","Count",0
"2010-2011","S01002171","5","6 And Above","S6","Count",0
"2010-2011","S01002171","5","5 And Above","S4","Ratio",0
"2010-2011","S01002171","5","4 And Above","S4","Count",0
"2010-2011","S01002171","3","6 And Above","S5","Ratio",0
"2010-2011","S01002171","3","6 And Above","S6","Count",0
"2010-2011","S01002171","1","6 And Above","S5","Count",0
"2010-2011","S01002171","1","7 And Above","S6","Ratio",0
"2010-2011","S01002171","5","4 And Above","S4","Ratio",0
"2010-2011","S01002171","5","6 And Above","S5","Ratio",0
"2010-2011","S01002171","5","6 And Above","S6","Ratio",0
"2010-2011","S01002171","5","6 And Above","S5","Count",0
"2010-2011","S01002171","3","6 And Above","S6","Ratio",0
"2010-2011","S01002171","5","3 And Above","S4","Ratio",0
"2010-2011","S01002171","1","7 And Above","S6","Count",0
"2010-2011","S01002171","3","6 And Above","S5","Count",0
"2010-2011","S01002171","1","6 And Above","S5","Ratio",0
"2008-2009","S01002171","3","6 And Above","S5","Ratio",0
"2008-2009","S01002171","1","7 And Above","S6","Ratio",0
"2008-2009","S01002171","5","5 And Above","S4","Count",0
"2008-2009","S01002171","3","6 And Above","S6","Ratio",0
"2008-2009","S01002171","5","6 And Above","S5","Count",0
"2008-2009","S01002171","3","6 And Above","S6","Count",0
"2008-2009","S01002171","3","6 And Above","S5","Count",0
"2008-2009","S01002171","5","3 And Above","S4","Ratio",0
"2008-2009","S01002171","5","3 And Above","S4","Count",0
"2008-2009","S01002171","5","6 And Above","S5","Ratio",0
"2008-2009","S01002171","5","6 And Above","S6","Count",0
"2008-2009","S01002171","5","5 And Above","S4","Ratio",0
"2008-2009","S01002171","5","4 And Above","S4","Ratio",0
"2008-2009","S01002171","1","7 And Above","S6","Count",0
"2008-2009","S01002171","5","6 And Above","S6","Ratio",0
"2008-2009","S01002171","5","4 And Above","S4","Count",0
"2008-2009","S01002171","1","6 And Above","S5","Count",0
"2008-2009","S01002171","1","6 And Above","S5","Ratio",0
"2009-2010","S01002171","5","6 And Above","S5","Count",0
"2009-2010","S01002171","3","6 And Above","S6","Count",0
"2009-2010","S01002171","5","3 And Above","S4","Count",0
"2009-2010","S01002171","1","6 And Above","S5","Count",0
"2009-2010","S01002171","5","4 And Above","S4","Count",0
"2009-2010","S01002171","3","6 And Above","S5","Count",0
"2009-2010","S01002171","1","7 And Above","S6","Count",0
"2009-2010","S01002171","5","6 And Above","S6","Count",0
"2009-2010","S01002171","5","5 And Above","S4","Count",0
"2009-2010","S01002171","3","6 And Above","S6","Ratio",0
"2009-2010","S01002171","3","6 And Above","S5","Ratio",0
"2009-2010","S01002171","5","6 And Above","S6","Ratio",0
"2009-2010","S01002171","5","6 And Above","S5","Ratio",0
"2009-2010","S01002171","5","4 And Above","S4","Ratio",0
"2009-2010","S01002171","5","5 And Above","S4","Ratio",0
"2009-2010","S01002171","5","3 And Above","S4","Ratio",0
"2009-2010","S01002171","1","6 And Above","S5","Ratio",0
"2009-2010","S01002171","1","7 And Above","S6","Ratio",0
"2011-2012","S01002171","5","5 And Above","S4","Count",0
"2011-2012","S01002171","1","7 And Above","S6","Count",0
"2011-2012","S01002171","5","4 And Above","S4","Ratio",0
"2011-2012","S01002171","3","6 And Above","S6","Count",0
"2011-2012","S01002171","1","6 And Above","S5","Ratio",0
"2011-2012","S01002171","5","4 And Above","S4","Count",0
"2011-2012","S01002171","5","5 And Above","S4","Ratio",0
"2011-2012","S01002171","5","3 And Above","S4","Count",0
"2011-2012","S01002171","5","6 And Above","S6","Ratio",0
"2011-2012","S01002171","5","6 And Above","S5","Count",0
"2011-2012","S01002171","5","3 And Above","S4","Ratio",0
"2011-2012","S01002171","5","6 And Above","S6","Count",0
"2011-2012","S01002171","1","7 And Above","S6","Ratio",0
"2011-2012","S01002171","3","6 And Above","S6","Ratio",0
"2011-2012","S01002171","1","6 And Above","S5","Count",0
"2011-2012","S01002171","3","6 And Above","S5","Ratio",0
"2011-2012","S01002171","5","6 And Above","S5","Ratio",0
"2011-2012","S01002171","3","6 And Above","S5","Count",0
"2012-2013","S01002171","3","6 And Above","S6","Count",0
"2012-2013","S01002171","5","6 And Above","S5","Ratio",0
"2012-2013","S01002171","5","6 And Above","S5","Count",0
"2012-2013","S01002171","5","4 And Above","S4","Count",1
"2012-2013","S01002171","1","7 And Above","S6","Count",0
"2012-2013","S01002171","5","3 And Above","S4","Count",1
"2012-2013","S01002171","5","3 And Above","S4","Ratio",100
"2012-2013","S01002171","5","4 And Above","S4","Ratio",100
"2012-2013","S01002171","1","6 And Above","S5","Ratio",50
"2012-2013","S01002171","5","6 And Above","S6","Count",0
"2012-2013","S01002171","5","5 And Above","S4","Count",0
"2012-2013","S01002171","1","6 And Above","S5","Count",1
"2012-2013","S01002171","3","6 And Above","S5","Count",0
"2012-2013","S01002171","3","6 And Above","S5","Ratio",0
"2012-2013","S01002171","5","5 And Above","S4","Ratio",0
"2008-2009","S01002172","3","6 And Above","S5","Count",0
"2010-2011","S01002172","3","6 And Above","S5","Count",0
"2008-2009","S01002172","3","6 And Above","S6","Count",0
"2010-2011","S01002172","3","6 And Above","S6","Count",0
"2011-2012","S01002172","3","6 And Above","S6","Count",0
"2011-2012","S01002172","5","6 And Above","S6","Count",0
"2009-2010","S01002172","5","6 And Above","S6","Count",0
"2008-2009","S01002172","5","6 And Above","S6","Count",0
"2010-2011","S01002172","5","6 And Above","S5","Count",0
"2008-2009","S01002172","5","6 And Above","S5","Count",0
"2012-2013","S01002172","5","6 And Above","S5","Count",0
"2012-2013","S01002172","5","3 And Above","S4","Count",0
"2008-2009","S01002172","5","4 And Above","S4","Count",0
"2011-2012","S01002172","5","4 And Above","S4","Count",0
"2012-2013","S01002172","5","4 And Above","S4","Count",0
"2010-2011","S01002172","5","4 And Above","S4","Count",0
"2009-2010","S01002172","5","4 And Above","S4","Count",0
"2011-2012","S01002172","5","5 And Above","S4","Count",0
"2012-2013","S01002172","5","5 And Above","S4","Count",0
"2008-2009","S01002172","5","5 And Above","S4","Count",0
"2009-2010","S01002172","5","5 And Above","S4","Count",0
"2010-2011","S01002172","5","5 And Above","S4","Count",0
"2009-2010","S01002172","5","6 And Above","S5","Count",0
"2011-2012","S01002172","5","6 And Above","S5","Count",0
"2012-2013","S01002172","5","6 And Above","S6","Count",0
"2010-2011","S01002172","5","6 And Above","S6","Count",0
"2008-2009","S01002172","5","3 And Above","S4","Count",0
"2010-2011","S01002172","5","3 And Above","S4","Count",0
"2009-2010","S01002172","5","3 And Above","S4","Count",0
"2011-2012","S01002172","5","3 And Above","S4","Count",0
"2012-2013","S01002172","1","6 And Above","S5","Count",0
"2009-2010","S01002172","1","6 And Above","S5","Count",0
"2009-2010","S01002172","1","7 And Above","S6","Count",0
"2011-2012","S01002172","1","6 And Above","S5","Count",1
"2008-2009","S01002172","1","7 And Above","S6","Count",0
"2008-2009","S01002172","1","6 And Above","S5","Count",0
"2010-2011","S01002172","1","6 And Above","S5","Count",0
"2011-2012","S01002172","1","7 And Above","S6","Count",0
"2012-2013","S01002172","1","7 And Above","S6","Count",0
"2010-2011","S01002172","1","7 And Above","S6","Count",0
"2012-2013","S01002172","3","6 And Above","S6","Count",1
"2011-2012","S01002172","3","6 And Above","S5","Count",0
"2009-2010","S01002172","3","6 And Above","S5","Count",0
"2012-2013","S01002172","3","6 And Above","S5","Count",0
"2009-2010","S01002172","3","6 And Above","S6","Count",0
"2010-2011","S01002172","3","6 And Above","S6","Ratio",0
"2010-2011","S01002172","5","4 And Above","S4","Ratio",0
"2011-2012","S01002172","3","6 And Above","S5","Ratio",0
"2008-2009","S01002172","3","6 And Above","S6","Ratio",0
"2012-2013","S01002172","3","6 And Above","S6","Ratio",100
"2010-2011","S01002172","3","6 And Above","S5","Ratio",0
"2009-2010","S01002172","5","4 And Above","S4","Ratio",0
"2009-2010","S01002172","5","5 And Above","S4","Ratio",0
"2010-2011","S01002172","5","3 And Above","S4","Ratio",0
"2011-2012","S01002172","3","6 And Above","S6","Ratio",0
"2010-2011","S01002172","5","5 And Above","S4","Ratio",0
"2009-2010","S01002172","3","6 And Above","S5","Ratio",0
"2011-2012","S01002172","5","5 And Above","S4","Ratio",0
"2009-2010","S01002172","3","6 And Above","S6","Ratio",0
"2009-2010","S01002172","5","3 And Above","S4","Ratio",0
"2008-2009","S01002172","3","6 And Above","S5","Ratio",0
"2008-2009","S01002172","5","5 And Above","S4","Ratio",0
"2008-2009","S01002172","5","3 And Above","S4","Ratio",0
"2011-2012","S01002172","5","3 And Above","S4","Ratio",0
"2009-2010","S01002172","1","6 And Above","S5","Ratio",0
"2012-2013","S01002172","5","6 And Above","S6","Ratio",0
"2009-2010","S01002172","1","7 And Above","S6","Ratio",0
"2008-2009","S01002172","5","6 And Above","S6","Ratio",0
"2011-2012","S01002172","5","6 And Above","S6","Ratio",0
"2011-2012","S01002172","1","7 And Above","S6","Ratio",0
"2008-2009","S01002172","5","6 And Above","S5","Ratio",0
"2010-2011","S01002172","1","7 And Above","S6","Ratio",0
"2011-2012","S01002172","5","6 And Above","S5","Ratio",0
"2010-2011","S01002172","5","6 And Above","S5","Ratio",0
"2010-2011","S01002172","5","6 And Above","S6","Ratio",0
"2009-2010","S01002172","5","6 And Above","S5","Ratio",0
"2008-2009","S01002172","1","7 And Above","S6","Ratio",0
"2008-2009","S01002172","5","4 And Above","S4","Ratio",0
"2009-2010","S01002172","5","6 And Above","S6","Ratio",0
"2011-2012","S01002172","5","4 And Above","S4","Ratio",0
"2010-2011","S01002172","1","6 And Above","S5","Ratio",0
"2008-2009","S01002172","1","6 And Above","S5","Ratio",0
"2012-2013","S01002172","1","7 And Above","S6","Ratio",0
"2011-2012","S01002172","1","6 And Above","S5","Ratio",100
"2010-2011","S01002173","5","5 And Above","S4","Count",0
"2010-2011","S01002173","5","5 And Above","S4","Ratio",0
"2010-2011","S01002173","5","3 And Above","S4","Count",1
"2010-2011","S01002173","5","6 And Above","S6","Count",0
"2010-2011","S01002173","1","7 And Above","S6","Ratio",0
"2010-2011","S01002173","3","6 And Above","S6","Ratio",0
"2010-2011","S01002173","1","6 And Above","S5","Ratio",0
"2010-2011","S01002173","5","6 And Above","S5","Count",0
"2010-2011","S01002173","5","3 And Above","S4","Ratio",100
"2010-2011","S01002173","5","4 And Above","S4","Ratio",0
"2010-2011","S01002173","3","6 And Above","S5","Ratio",0
"2010-2011","S01002173","3","6 And Above","S6","Count",0
"2010-2011","S01002173","5","6 And Above","S6","Ratio",0
"2010-2011","S01002173","5","4 And Above","S4","Count",0
"2010-2011","S01002173","5","6 And Above","S5","Ratio",0
"2010-2011","S01002173","3","6 And Above","S5","Count",0
"2010-2011","S01002173","1","7 And Above","S6","Count",0
"2010-2011","S01002173","1","6 And Above","S5","Count",0
"2008-2009","S01002173","5","6 And Above","S6","Count",0
"2008-2009","S01002173","5","4 And Above","S4","Count",0
"2008-2009","S01002173","5","5 And Above","S4","Count",0
"2008-2009","S01002173","5","6 And Above","S5","Count",0
"2008-2009","S01002173","5","3 And Above","S4","Count",0
"2008-2009","S01002173","1","6 And Above","S5","Count",0
"2008-2009","S01002173","1","7 And Above","S6","Count",0
"2008-2009","S01002173","3","6 And Above","S5","Count",0
"2008-2009","S01002173","3","6 And Above","S6","Count",0
"2008-2009","S01002173","3","6 And Above","S6","Ratio",0
"2008-2009","S01002173","5","4 And Above","S4","Ratio",0
"2008-2009","S01002173","3","6 And Above","S5","Ratio",0
"2008-2009","S01002173","5","3 And Above","S4","Ratio",0
"2008-2009","S01002173","5","5 And Above","S4","Ratio",0
"2008-2009","S01002173","5","6 And Above","S6","Ratio",0
"2008-2009","S01002173","5","6 And Above","S5","Ratio",0
"2008-2009","S01002173","1","7 And Above","S6","Ratio",0
"2008-2009","S01002173","1","6 And Above","S5","Ratio",0
"2009-2010","S01002173","5","5 And Above","S4","Ratio",0
"2009-2010","S01002173","1","6 And Above","S5","Count",0
"2009-2010","S01002173","3","6 And Above","S6","Count",0
"2009-2010","S01002173","1","6 And Above","S5","Ratio",0
"2009-2010","S01002173","5","6 And Above","S6","Count",0
"2009-2010","S01002173","1","7 And Above","S6","Count",0
"2009-2010","S01002173","1","7 And Above","S6","Ratio",0
"2009-2010","S01002173","5","6 And Above","S5","Ratio",0
"2009-2010","S01002173","5","4 And Above","S4","Count",0
"2009-2010","S01002173","5","6 And Above","S6","Ratio",0
"2009-2010","S01002173","5","3 And Above","S4","Count",0
"2009-2010","S01002173","5","3 And Above","S4","Ratio",0
"2009-2010","S01002173","5","4 And Above","S4","Ratio",0
"2009-2010","S01002173","3","6 And Above","S6","Ratio",0
"2009-2010","S01002173","3","6 And Above","S5","Count",0
"2009-2010","S01002173","5","5 And Above","S4","Count",0
"2009-2010","S01002173","5","6 And Above","S5","Count",0
"2009-2010","S01002173","3","6 And Above","S5","Ratio",0
"2011-2012","S01002173","1","7 And Above","S6","Count",0
"2011-2012","S01002173","5","5 And Above","S4","Count",0
"2011-2012","S01002173","3","6 And Above","S6","Count",0
"2011-2012","S01002173","3","6 And Above","S6","Ratio",0
"2011-2012","S01002173","5","4 And Above","S4","Count",0
"2011-2012","S01002173","3","6 And Above","S5","Count",0
"2011-2012","S01002173","5","6 And Above","S5","Count",0
"2011-2012","S01002173","5","5 And Above","S4","Ratio",0
"2011-2012","S01002173","3","6 And Above","S5","Ratio",0
"2011-2012","S01002173","1","7 And Above","S6","Ratio",0
"2011-2012","S01002173","5","4 And Above","S4","Ratio",0
"2011-2012","S01002173","5","3 And Above","S4","Ratio",0
"2011-2012","S01002173","1","6 And Above","S5","Ratio",0
"2011-2012","S01002173","5","6 And Above","S6","Count",0
"2011-2012","S01002173","5","3 And Above","S4","Count",0
"2011-2012","S01002173","5","6 And Above","S5","Ratio",0
"2011-2012","S01002173","1","6 And Above","S5","Count",0
"2011-2012","S01002173","5","6 And Above","S6","Ratio",0
"2012-2013","S01002173","3","6 And Above","S5","Count",0
"2012-2013","S01002173","5","4 And Above","S4","Count",0
"2012-2013","S01002173","5","5 And Above","S4","Count",0
"2012-2013","S01002173","1","6 And Above","S5","Count",0
"2012-2013","S01002173","5","6 And Above","S5","Count",0
"2012-2013","S01002173","5","3 And Above","S4","Count",0
"2012-2013","S01002173","3","6 And Above","S6","Count",0
"2012-2013","S01002173","1","7 And Above","S6","Count",0
"2012-2013","S01002173","5","6 And Above","S6","Count",0
"2009-2010","S01002174","5","5 And Above","S4","Count",0
"2012-2013","S01002174","5","6 And Above","S6","Count",0
"2010-2011","S01002174","5","5 And Above","S4","Count",0
"2009-2010","S01002174","5","6 And Above","S6","Count",0
"2011-2012","S01002174","5","6 And Above","S5","Count",0
"2011-2012","S01002174","3","6 And Above","S6","Count",0
"2012-2013","S01002174","5","6 And Above","S5","Count",0
"2010-2011","S01002174","5","6 And Above","S6","Count",0
"2008-2009","S01002174","5","6 And Above","S6","Count",0
